trade_date,symbol,isin,series,instrument_name,open,high,low,close,last_price,previous_close,volume,turnover
2026-08-07,BBETF0432,INF754K01OB1,EQ,EDELAMC - BBETF0432,1354.41,1355.0,1351.0,1353.29,1351.0,1351.96,913,1235948.02
2026-08-07,EBANK10,INF754K01XH9,EQ,EDELAMC - EBANK10,17.13,17.13,16.93,16.95,16.95,17.05,2391,40663.77
2026-08-07,EBANKNIFTY,INF754K01TE4,EQ,EDELAMC - EBANKNIFTY,58.72,58.72,57.57,58.44,58.53,58.43,916,53380.2
2026-08-07,EBBETF0430,INF754K01KO2,EQ,EDELAMC - EBBETF0430,1605.69,1619.39,1605.69,1614.43,1615.42,1613.33,8292,13385526.8
2026-08-07,EBBETF0431,INF754K01LE1,EQ,EDELAMC - EBBETF0431,1443.97,1444.48,1440.15,1441.35,1441.05,1441.23,3743,5401901.56
2026-08-07,EBBETF0433,INF754K01QX0,EQ,EDELAMC - EBBETF0433,1320.49,1322.0,1315.18,1317.81,1320.57,1320.49,1955,2579312.4
2026-08-07,ECAPINSURE,INF754K01TX4,EQ,EDELAMC - ECAPINSURE,23.66,23.68,23.45,23.51,23.62,23.67,43582,1025742.48
2026-08-07,EGOLD,INF754K01SE6,EQ,EDELAMC - EGOLD,147.25,149.35,147.25,149.15,149.35,148.0,81280,12090232.85
2026-08-07,ELIQUID,INF754K01VW2,EQ,EDELAMC - ELIQUID,1042.85,1042.87,1042.84,1042.84,1042.84,1042.44,71405,74464867.71
2026-08-07,ELM250,INF754K01VV4,EQ,EDELAMC - ELM250,16.55,17.11,16.55,17.01,17.1,16.98,22892,389065.84
2026-08-07,ELMDIV,INF754K01XI7,EQ,EDELAMC - ELMDIV,37.16,37.16,36.85,36.91,36.85,36.91,5215,192809.87
2026-08-07,EMETAL,INF754K01XG1,EQ,EDELAMC - EMETAL,13.17,13.17,13.04,13.1,13.1,13.17,37766,494749.31
2026-08-07,EMULTIMQ,INF754K01TF1,EQ,EDELAMC - EMULTIMQ,41.68,41.68,41.52,41.63,41.67,41.54,10363,431684.53
2026-08-07,ENEXT50,INF754K01XF3,EQ,EDELAMC - ENEXT50,74.4,74.4,74.4,74.4,74.4,74.4,214,15921.6
2026-08-07,ENIFTY,INF754K01VX0,EQ,EDELAMC - ENIFTY,25.92,25.92,24.72,24.89,24.75,24.92,6114,151736.47
2026-08-07,ESENSEX,INF754K01VY8,EQ,EDELAMC - ESENSEX,78.48,79.53,78.38,79.04,79.0,79.55,500,39406.58
2026-08-07,ESILVER,INF754K01SF3,EQ,EDELAMC - ESILVER,224.67,231.0,223.89,230.56,229.11,223.67,189230,43403145.06
2026-08-07,EDELWEISS,INE532F01054,EQ,EDELWEISS FIN SERV LTD,120.89,120.89,117.64,118.54,118.76,121.16,3705422,438943270.7
2026-08-07,EFCIL,INE886D01026,EQ,EFC (I) LIMITED,189.48,189.49,182.95,186.0,186.0,188.61,531059,98311161.81
2026-08-07,EICHERMOT,INE066A01021,EQ,EICHER MOTORS LTD,7940.0,8067.5,7920.0,8020.0,8020.0,7967.5,339416,2719136648.5
2026-08-07,EIDPARRY,INE126A01031,EQ,EID PARRY INDIA LTD,811.05,818.65,800.15,805.1,804.5,809.85,134546,108938454.8
2026-08-07,EIHAHOTELS,INE276C01014,EQ,EIH ASSOCIATED HOTELS LTD,312.6,315.0,296.3,302.55,301.1,310.7,52672,16068906.7
2026-08-07,EIHOTEL,INE230A01023,EQ,EIH LIMITED,320.0,321.65,304.35,306.55,305.8,325.65,1391523,431552629.7
2026-08-07,EIMCOELECO,INE158B01016,EQ,EIMCO ELECON (INDIA) LTD,1817.9,1876.9,1773.8,1849.0,1827.0,1811.7,19893,36199995.6
2026-08-07,ELANTAS,INE280B01018,EQ,ELANTAS BECK INDIA LTD.,12050.0,12549.5,12000.0,12312.0,12510.5,12376.5,3888,47649125.5
2026-08-07,ELCIDIN,INE927X01018,EQ,ELCID INVESTMENTS LTD.,110155.0,113255.0,110155.0,112260.0,111750.0,112400.0,8,895385.0
2026-08-07,ELDEHSG,INE668G01021,EQ,ELDECO HSG & IND LTD.,759.0,774.75,735.3,759.6,767.4,718.95,4918,3711245.3
2026-08-07,ELECON,INE205B01031,EQ,ELECON ENG. CO. LTD,450.65,450.65,432.1,437.85,436.0,450.45,370664,163270556.65
2026-08-07,EFORCE,INE0Q1W01012,SM,ELECTRO FORCE (INDIA) LTD,21.0,21.25,21.0,21.25,21.25,21.0,7200,152100.0
2026-08-07,EMIL,INE02YR01019,EQ,ELECTRONICS MART IND LTD,151.0,172.0,143.99,165.83,169.4,149.78,51355051,8078539660.08
2026-08-07,ELECTCAST,INE086A01029,EQ,ELECTROSTEEL CASTINGS LTD,72.3,73.49,71.16,71.98,71.2,72.26,2826692,204357833.11
2026-08-07,ELECTHERM,INE822G01016,EQ,ELECTROTHERM (I) LTD.,1001.7,1018.9,990.0,995.3,1000.0,1007.7,11199,11189872.1
2026-08-07,ELGNZ,INE0R9101015,SM,ELEGANZ INTERIORS LIMITED,96.95,98.85,96.0,96.55,97.0,96.95,19000,1846100.0
2026-08-07,ELGIEQUIP,INE285A01027,EQ,ELGI EQUIPMENTS LTD,592.0,595.9,582.2,588.45,585.0,589.25,123552,72866219.35
2026-08-07,ELGIRUBCO,INE819L01012,EQ,ELGI RUBBER CO. LTD,61.05,63.58,61.05,63.02,63.1,60.9,65610,4112720.52
2026-08-07,ELIN,INE050401020,EQ,ELIN ELECTRONICS LIMITED,99.0,100.99,96.02,96.49,96.98,102.03,341021,33499419.28
2026-08-07,ELITECON,INE669R01026,EQ,ELITECON INTERNATIONAL L,18.59,18.98,17.86,18.06,18.01,18.59,1711317,31173271.38
2026-08-07,ELLEN,INE236E01022,EQ,ELLENBARRIE INDUS GASES L,280.8,304.85,280.4,292.35,293.9,281.3,3012353,894645971.75
2026-08-07,ELPROINTL,INE579B01039,EQ,ELPRO INTERNATIONAL LTD,178.93,180.89,178.05,180.06,180.0,177.98,531761,95665315.03
2026-08-07,EMAPARTNER,INE0ZOL01023,SM,EMA PARTNERS INDIA LTD,81.0,81.0,81.0,81.0,81.0,79.75,1000,81000.0
2026-08-07,EMAMILTD,INE548C01032,EQ,EMAMI LIMITED,410.0,416.2,404.35,412.55,408.55,409.0,994119,408318819.4
2026-08-07,EMAMIPAP,INE830C01026,BE,EMAMI PAPER MILLS LIMITED,109.31,113.0,109.0,110.89,110.0,112.06,38591,4268912.33
2026-08-07,EMAMIREAL,INE778K01012,BE,EMAMI REALTY LIMITED,76.0,76.0,73.73,74.73,75.28,76.65,16707,1257543.78
2026-08-07,EMBDL,INE069I01010,EQ,EMBASSY DEVELOPMENTS LTD,60.5,63.5,60.5,63.04,63.45,60.7,2786754,173074389.13
2026-08-07,EMCURE,INE168P01015,EQ,EMCURE PHARMACEUTICALS L,1939.5,1990.0,1939.5,1978.4,1982.0,1936.7,145070,286329338.5
2026-08-07,ETML,INE0RHD01013,SM,EMERALD TYRE MANUF LTD,86.9,86.9,83.6,83.6,83.6,84.0,2400,204600.0
2026-08-07,EMKAY,INE296H01011,EQ,EMKAY GLOBAL FIN SERV LTD,243.34,246.38,237.88,238.86,245.0,243.34,22487,5417100.98
2026-08-07,EMKAYTOOLS,INE332S01011,SM,EMKAY TAP & CUT. TOOL LTD,90.25,90.25,89.0,89.0,89.0,91.35,1050,94095.0
2026-08-07,ETL,INE0PXC01024,SM,EMKAY TOOLS LIMITED,1002.0,1070.0,1002.0,1050.3,1050.95,970.0,1650,1707885.0
2026-08-07,EMMBI,INE753K01015,BE,EMMBI INDUSTRIES LIMITED,84.0,85.22,83.05,83.82,84.0,85.98,10287,860971.93
2026-08-07,EMMVEE,INE1C6T01020,EQ,EMMVEE PHOTOVOLTAIC PWR L,325.95,326.7,316.65,318.9,317.0,328.15,1578665,505591145.75
2026-08-07,EMPOWER,INE507F01023,BE,EMPOWER INDIA LTD.,2.43,2.43,2.43,2.43,2.43,2.55,705803,1715101.29
2026-08-07,EMSLIMITED,INE0OV601013,EQ,EMS LIMITED,405.0,415.0,401.8,404.4,404.15,406.1,180250,73148924.2
2026-08-07,EMUDHRA,INE01QM01018,EQ,EMUDHRA LIMITED,540.0,546.9,532.0,538.85,536.05,540.5,184834,99887544.45
2026-08-07,ENCOMPAS,INE433T01015,SM,ENCOMPASS DESIGN INDIA L,260.6,260.6,235.0,240.75,239.8,258.3,17200,4163140.0
2026-08-07,ENDURANCE,INE913H01037,EQ,ENDURANCE TECHNO. LTD.,2879.0,2929.0,2871.2,2904.5,2891.0,2877.7,80764,234921806.8
2026-08-07,ENERGYDEV,INE306C01019,EQ,ENERGY DEVE. CO.LTD,16.77,17.25,16.4,16.5,16.46,16.79,35048,580494.54
2026-08-07,EMMIL,INE0S1L01013,SM,ENERGY MISSION MACH IND L,128.4,128.4,120.0,122.95,123.0,128.4,5000,610000.0
2026-08-07,ENGINERSIN,INE510A01028,EQ,ENGINEERS INDIA LTD,239.8,242.5,238.37,240.6,240.5,242.39,1241537,298378739.41
2026-08-07,ENSER,INE0R9I01021,SM,ENSER COMMUNICATIONS LTD,16.5,16.8,15.3,15.5,15.5,16.05,30000,480000.0
2026-08-07,ENTERO,INE010601016,EQ,ENTERO HEALTHCARE SOLU L,1238.0,1266.0,1230.0,1242.7,1242.0,1242.5,46032,57315192.4
2026-08-07,ENIL,INE265F01028,EQ,ENTERTAIN NET. IND. LTD.,108.1,109.78,101.0,102.08,103.26,106.51,96381,10000694.17
2026-08-07,EIEL,INE0LLY01014,EQ,ENVIRO INFRA ENGINEERS L,215.5,216.64,212.15,213.16,214.08,215.5,557270,119073935.0
2026-08-07,ENVIRO,INE0SUH01015,SM,ENVIROTECH SYSTEMS LTD,76.5,76.5,76.0,76.0,76.0,76.6,8000,611200.0
2026-08-07,EPACK,INE0G5901015,EQ,EPACK DURABLE LIMITED,227.99,235.01,227.99,229.48,229.35,227.61,489008,113252042.6
2026-08-07,EPACKPEB,INE0MLS01022,EQ,EPACK PREFAB TECHN LTD,249.9,256.05,245.0,246.3,246.65,248.35,1033070,258470024.4
2026-08-07,EPIGRAL,INE071N01016,EQ,EPIGRAL LIMITED,1095.8,1112.0,1092.7,1101.2,1095.0,1095.8,17375,19156055.8
2026-08-07,EPL,INE255A01020,EQ,EPL LIMITED,228.98,230.78,223.62,224.72,228.59,228.98,509022,115116113.01
2026-08-07,EEPL,INE11HF01010,SM,EPPELTONE ENGINEERS LTD,117.0,143.7,110.0,143.7,143.7,119.75,541000,70991900.0
2026-08-07,EQUIPPP,INE217G01035,BE,EQUIPPP SOC IMP TECH LTD,22.55,23.9,22.19,23.24,23.9,23.34,13661,313260.6
2026-08-07,EQUITASBNK,INE063P01018,EQ,EQUITAS SMALL FIN BNK LTD,75.5,76.05,75.0,75.22,75.4,76.09,1307127,98578930.69
2026-08-07,ERIS,INE406M01024,EQ,ERIS LIFESCIENCES LIMITED,1385.0,1395.0,1370.2,1382.4,1385.0,1382.9,40491,55795818.0
2026-08-07,ESABINDIA,INE284A01012,EQ,ESAB INDIA LTD,5652.5,5672.0,5590.0,5631.5,5630.0,5624.0,2097,11773095.0
2026-08-07,ESAFSFB,INE818W01011,EQ,ESAF SMALL FINANCE BANK L,41.7,42.4,39.35,40.27,40.22,42.54,4836492,198316911.09
2026-08-07,ESCONET,INE0RQZ01017,SM,ESCONET TECHNOLOGIES LTD,130.0,139.0,130.0,137.8,137.0,127.5,41200,5601500.0
2026-08-07,ESCORTS,INE042A01014,EQ,ESCORTS KUBOTA LIMITED,3081.0,3087.9,3042.6,3080.0,3060.4,3081.0,65250,200395071.9
2026-08-07,ESPRIT,INE0SBP01018,SM,ESPRIT STONES LIMITED,69.5,72.0,66.6,70.0,70.0,67.45,124800,8684960.0
2026-08-07,ESSARSHPNG,INE122M01019,EQ,ESSAR SHIPPING LTD,19.8,20.11,19.75,19.86,19.9,19.86,117357,2337865.53
2026-08-07,ESFL,INE0ITO01014,SM,ESSEN SPECIALITY FILMS L,117.0,126.25,117.0,126.25,126.25,114.8,39960,4966218.0
2026-08-07,ESTER,INE778B01029,EQ,ESTER INDUSTRIES LTD,89.0,89.17,87.0,87.35,87.17,88.0,43251,3798819.03
2026-08-07,ETERNAL,INE758T01015,EQ,ETERNAL LIMITED,314.0,316.9,313.15,315.0,315.0,316.25,12763812,4017263971.0
2026-08-07,ETHOSLTD,INE04TZ01018,EQ,ETHOS LIMITED,2824.5,2848.0,2725.8,2782.1,2802.0,2824.5,59227,164733009.9
2026-08-07,EUREKAFORB,INE0KCE01017,EQ,EUREKA FORBES LIMITED,458.1,459.6,446.1,450.55,451.0,459.75,176938,79973610.5
2026-08-07,EIFFL,INE546V01010,BE,EURO (I) FRESH FOODS LTD,247.0,269.3,247.0,269.3,269.3,256.5,31414,8074568.05
2026-08-07,EUROBOND,INE505V01016,EQ,EURO PANEL PRODUCTS LTD,160.25,165.0,160.25,164.99,165.0,161.6,10888,1784844.58
2026-08-07,EUROPRATIK,INE198501012,EQ,EURO PRATIK SALES LIMITED,306.3,321.0,306.3,314.1,316.0,309.35,224401,70385007.9
2026-08-07,EUROTEXIND,INE022C01012,BE,EUROTEX IND & EXPORTS LTD,13.05,13.37,13.05,13.37,13.37,13.11,1376,18389.12
2026-08-07,EVEREADY,INE128A01029,EQ,EVEREADY INDS. IND.  LTD.,357.3,361.0,353.1,356.8,353.1,357.3,95680,34245668.55
2026-08-07,EVERESTIND,INE295A01018,BE,EVEREST INDUSTRIES LTD,482.0,483.95,459.5,468.05,476.95,477.05,3592,1677564.6
2026-08-07,EKC,INE184H01027,EQ,EVEREST KANTO CYLINDERLTD,111.65,114.57,110.42,112.68,112.67,111.65,254049,28696178.45
2026-08-07,EXCELINDUS,INE369A01029,EQ,EXCEL INDUSTRIES LTD,1034.0,1039.1,1023.6,1029.0,1027.0,1029.55,4164,4291391.35
2026-08-07,EXCELSOFT,INE606N01019,EQ,EXCELSOFT TECHNOLOGIES L,83.5,86.5,82.5,83.65,83.05,83.09,1063879,90131286.99
2026-08-07,EXICOM,INE777F01014,EQ,EXICOM TELE SYSTEMS LTD,168.5,172.95,157.5,158.9,158.0,169.56,1989666,324957855.75
2026-08-07,EXIDEIND,INE302A01020,EQ,EXIDE INDUSTRIES LTD,474.0,493.0,470.65,490.0,489.05,474.25,7853639,3820662299.2
2026-08-07,EXIMROUTES,INE19I001020,SM,EXIM ROUTES LIMITED,109.25,109.25,109.0,109.1,109.0,114.0,5600,611000.0
2026-08-07,EXPLEOSOL,INE201K01015,EQ,EXPLEO SOLUTIONS LIMITED,816.6,839.75,813.0,836.75,836.0,821.05,34528,28703708.3
2026-08-07,EXXARO,INE0GFE01026,EQ,EXXARO TILES LIMITED,6.33,6.33,6.12,6.16,6.16,6.27,120937,749073.13
2026-08-07,FABTECH,INE0HF201011,EQ,FABTECH TECHNOLOGIES LTD,150.0,153.0,148.0,148.63,148.98,150.25,52577,7889830.3
2026-08-07,FACT,INE188A01015,EQ,FACT LTD,839.0,844.95,835.4,839.4,839.0,843.1,30873,25916351.75
2026-08-07,FAIRCHEMOR,INE0DNW01011,BE,FAIRCHEM ORGANICS LIMITED,749.95,749.95,749.95,749.95,749.95,765.25,1623,1217168.85
2026-08-07,FALCONTECH,INE0PQK01013,SM,FALCON TECHNOPROJ IND LTD,12.1,12.35,12.1,12.35,12.35,12.25,2400,29340.0
2026-08-07,FAZE3Q,INE963C01033,EQ,FAZE THREE LIMITED,540.0,587.95,535.35,569.2,570.6,540.6,21897,12347137.15
2026-08-07,FCSSOFT,INE512B01022,EQ,FCS SOFTWARE SOLN. LTD.,1.47,1.5,1.47,1.47,1.48,1.47,1804642,2668751.48
2026-08-07,FDC,INE258B01022,EQ,FDC LIMITED,370.0,375.85,367.0,369.8,371.0,370.0,238037,88241047.2
2026-08-07,FEDFINA,INE007N01010,EQ,FEDBANK FINANCIAL SER L,153.0,153.0,148.83,149.59,149.75,152.53,802406,120423997.48
2026-08-07,FEDDERSHOL,INE417D01020,EQ,FEDDERS HOLDING LTD.,41.8,44.3,41.8,43.45,43.25,42.34,552306,23870104.85
2026-08-07,FEDERALBNK,INE171A01029,EQ,FEDERAL BANK LTD,353.2,359.8,350.85,356.25,356.25,353.55,4924276,1755417757.75
2026-08-07,FMGOETZE,INE529A01010,EQ,FEDERAL-MOGUL GOETZE (IND,487.05,500.5,473.05,492.25,491.0,485.8,76946,37909728.1
2026-08-07,FELIX,INE901X01013,SM,FELIX INDUSTRIES LTD.,176.35,187.5,176.35,181.3,180.65,178.6,90500,16516950.0
2026-08-07,FERMENTA,INE225B01021,EQ,FERMENTA BIOTECH LTD.,555.35,568.0,546.2,560.6,553.0,552.6,169849,94739638.25
2026-08-07,FIBERWEB,INE296C01020,EQ,FIBERWEB INDIA LIMITED,29.21,30.5,29.0,29.76,29.7,29.21,14929,442904.6
2026-08-07,FIDEL,INE0LQQ01019,SM,FIDEL SOFTECH LIMITED,140.5,143.0,138.0,138.55,138.6,140.5,9000,1252700.0
2026-08-07,FIEMIND,INE737H01014,EQ,FIEM INDUSTRIES LIMITED,2479.5,2604.9,2466.9,2580.3,2552.0,2479.5,195760,499895819.2
2026-08-07,FILATFASH,INE185E01021,BE,FILATEX FASHIONS LIMITED,0.19,0.19,0.18,0.18,0.19,0.18,10663568,1990014.33
2026-08-07,FILATEX,INE816B01035,EQ,FILATEX INDIA LTD,81.63,85.38,81.5,83.33,82.97,81.81,3999271,334198144.76
2026-08-07,FINBUD,INE0EDU01014,SM,FINBUD FINANCIAL SERV LTD,139.0,143.0,139.0,140.2,140.2,138.35,8000,1129050.0
2026-08-07,FINEORG,INE686Y01026,EQ,FINE ORGANIC IND. LTD.,4989.0,5199.9,4980.0,5162.1,5199.9,4989.0,54836,281337621.9
2026-08-07,FCL,INE045J01034,EQ,FINEOTEX CHEMICAL LIMITED,41.7,43.35,40.91,41.64,41.9,41.75,12593576,533513155.18
2026-08-07,FINKURVE,INE734I01027,EQ,FINKURVE FINANCIAL SERV L,60.9,60.9,58.5,58.9,58.99,59.2,42168,2487667.83
2026-08-07,FINOPB,INE02NC01014,EQ,FINO PAYMENTS BANK LTD,161.0,161.3,153.15,154.96,154.5,159.68,436058,68337968.75
2026-08-07,FINCABLES,INE235A01022,EQ,FINOLEX CABLES LTD,1040.0,1040.0,1017.0,1024.65,1017.0,1034.75,182159,187347079.4
2026-08-07,FINPIPE,INE183A01024,EQ,FINOLEX INDUSTRIES LTD,166.0,167.0,162.85,164.43,164.01,171.31,1232652,202908770.44
2026-08-07,FSL,INE684F01012,EQ,FIRSTSOURCE SOLU. LTD.,285.0,289.55,275.0,279.85,280.0,293.95,9187334,2589263692.0
2026-08-07,FISCHER,INE771F01041,EQ,FISCHER MEDICAL VENTURE L,37.6,38.87,37.2,38.01,38.22,37.45,3470138,132305731.27
2026-08-07,FIVESTAR,INE128S01021,EQ,FIVE-STAR BUS FIN LTD,550.05,550.65,541.55,543.25,544.4,553.25,269177,146808661.65
2026-08-07,FLAIR,INE00Y201027,EQ,FLAIR WRITING INDUST LTD,250.0,252.9,249.1,252.4,251.7,250.55,110987,27892570.15
2026-08-07,FLEXITUFF,INE060J01017,BE,FLEXITUFF VENTURES INT L,3.76,3.76,3.56,3.69,3.69,3.69,22248,82069.64
2026-08-07,FLYSBS,INE0VCK01011,SM,FLYSBS AVIATION LIMITED,445.0,448.85,432.0,435.35,432.0,443.95,31400,13834030.0
2026-08-07,FWSTC,INE0SQZ01015,SM,FLYWINGS SIMULAT T C LTD,189.9,189.9,189.7,189.7,189.7,185.45,1800,341700.0
2026-08-07,FOCUS,INE593W01028,BE,FOCUS LIGHTG & FIXTRS LTD,67.9,68.8,66.01,67.08,66.03,67.97,26433,1777987.43
2026-08-07,FONEBOX,INE0Q4701019,SM,FONEBOX RETAIL LIMITED,98.1,98.1,98.1,98.1,98.1,93.45,4000,392400.0
2026-08-07,FOODSIN,INE976E01023,EQ,FOODS & INNS LIMITED,53.9,55.4,53.75,54.92,55.2,53.03,83479,4544095.48
2026-08-07,FORCEMOT,INE451A01017,EQ,FORCE MOTORS LIMITED,18623.0,18830.0,18445.0,18500.0,18500.0,18690.0,46841,870067570.0
2026-08-07,FORGEAUTO,INE0YKW01013,SM,FORGE AUTO INTERNATION L,116.15,116.15,116.15,116.15,116.15,110.65,7200,836280.0
2026-08-07,FORTIS,INE061F01013,EQ,FORTIS HEALTHCARE LTD,920.0,967.7,903.35,955.15,955.15,920.0,3551821,3346174422.9
2026-08-07,FOSECOIND,INE519A01011,EQ,FOSECO INDIA LTD,5424.0,5573.5,5395.5,5500.5,5509.5,5409.0,4888,26931177.5
2026-08-07,FRACTAL,INE212S01015,EQ,FRACTAL ANALYTICS LIMITED,804.0,823.0,803.15,817.7,816.0,807.6,241675,197005424.2
2026-08-07,FRONTSP,INE572D01014,EQ,FRONTIER SPRINGS LTD.,1428.0,1428.0,1364.1,1401.2,1396.1,1409.7,14612,20313099.8
2026-08-07,NYKAA,INE388Y01029,EQ,FSN E COMMERCE VENTURES,331.55,335.85,328.65,332.0,332.0,331.95,4598346,1524775124.25
2026-08-07,UTLSOLAR,INE12UR01024,EQ,FUJIYAMA POWER SYSTEMS L,412.0,412.6,386.0,389.95,388.5,400.65,269005,106096171.05
2026-08-07,FUSION,INE139R01012,EQ,FUSION FINANCE LIMITED,214.05,214.99,200.4,204.99,205.0,214.99,829952,170597669.31
2026-08-07,FMNL,INE360L01017,BE,FUTURE MKT NETWORKS LTD,9.39,9.78,9.32,9.35,9.35,9.39,22330,214412.13
2026-08-07,GMBREW,INE075D01018,EQ,G M BREWERIES LTD,915.55,915.55,905.0,908.35,905.0,907.5,14193,12904147.2
2026-08-07,GRINFRA,INE201P01022,EQ,G R INFRAPROJECTS LIMITED,939.95,948.8,856.4,870.7,867.6,889.95,582729,525230671.7
2026-08-07,GTECJAINX,INE586X01012,BE,G-TEC JAINX EDUCATION LTD,31.55,31.55,28.75,31.54,31.54,30.07,9041,283676.66
2026-08-07,GABRIEL,INE524A01029,EQ,GABRIEL INDIA LTD,1535.9,1557.9,1484.5,1499.8,1495.0,1531.8,371373,563190496.3
2026-08-07,GATECH,INE224E01028,BE,GACM TECHNOLOGIES LIMITED,0.67,0.67,0.66,0.66,0.67,0.64,17895105,11942793.41
2026-08-07,GATECHDVR,INE224E01036,BE,GACM TECHNOLOGIES LIMITED,0.51,0.52,0.49,0.51,0.52,0.5,544210,279867.79
2026-08-07,GAIL,INE129A01019,EQ,GAIL (INDIA) LTD,175.81,176.28,171.89,173.63,173.63,176.4,7005144,1212234201.25
2026-08-07,GALAPREC,INE0RE001014,EQ,GALA PRECISION ENG LTD,1127.4,1127.4,1026.6,1036.4,1036.0,1162.2,205179,215987422.9
2026-08-07,GML,INE09A801015,SM,GALAXY MEDICARE LIMITED,17.05,17.05,17.05,17.05,17.05,17.0,2000,34100.0
2026-08-07,GALAXYSURF,INE600K01018,EQ,GALAXY SURFACTANTS LTD,1990.0,2114.0,1980.4,2066.7,2067.0,1980.3,52126,107997506.6
2026-08-07,GALLANTT,INE297H01019,EQ,GALLANTT ISPAT LIMITED,620.0,620.05,603.15,605.5,606.2,615.35,47899,29131786.85
2026-08-07,GANDHAR,INE717W01049,EQ,GANDHAR OIL REFINE IND L,243.7,245.46,239.01,242.71,242.61,242.95,1529441,370872069.54
2026-08-07,GANDHITUBE,INE524B01027,EQ,GANDHI SPL. TUBES LTD,890.0,898.9,885.5,889.7,889.0,893.15,2579,2300420.35
2026-08-07,GANESHBE,INE388A01029,BE,GANESH BENZOPLAST LIMITED,119.5,124.0,116.45,120.41,120.82,120.02,172905,20792153.29
2026-08-07,GANESHCP,INE652V01016,EQ,GANESH CONSUMER PRODUCT L,164.9,166.61,161.05,161.8,161.55,164.94,222144,36122426.02
2026-08-07,GGBL,INE0R8C01018,SM,GANESH GREEN BHARAT LTD,258.8,258.8,252.4,254.85,255.5,253.65,15300,3904875.0
2026-08-07,GANESHHOU,INE460C01014,EQ,GANESH HOUSING LIMITED,760.0,779.0,757.95,760.75,760.05,761.85,22773,17450164.65
2026-08-07,GANECOS,INE845D01014,EQ,GANESHA ECOSPHERE LIMITED,1071.1,1085.0,1058.0,1064.3,1059.3,1076.0,51641,55254377.2
2026-08-07,GANGABATH,INE0ZI101018,SM,GANGA BATH FITTINGS LTD,22.5,22.9,21.75,22.9,22.9,23.25,9000,201450.0
2026-08-07,GANGAFORGE,INE691Z01023,BE,GANGA FORGING LIMITED,2.05,2.12,2.05,2.11,2.12,2.02,11225579,23762433.17
2026-08-07,GANGESSECU,INE335W01016,EQ,GANGES SECURITIES LIMITED,118.85,119.0,116.4,118.0,118.0,118.85,535,63277.43
2026-08-07,GRSE,INE382Z01011,EQ,GARDEN REACH SHIP&ENG LTD,2589.0,2641.0,2585.7,2599.0,2593.1,2599.4,356679,929256528.7
2026-08-07,GARUDA,INE0JVO01026,EQ,GARUDA CONSTRUCT N ENG L,183.26,186.8,180.02,180.5,180.6,182.45,385703,70172002.98
2026-08-07,GRWRHITECH,INE291A01017,EQ,GARWARE HI-TECH FILMS LTD,7374.0,7477.5,6911.0,6973.0,6925.0,7338.5,167734,1212686917.5
2026-08-07,GARFIBRES,INE276A01018,EQ,GARWARE TECH FIBRES LTD,846.0,856.5,800.5,811.85,805.0,838.85,62817,52297017.8
2026-08-07,GATEWAY,INE079J01017,EQ,GATEWAY DISTRIPARKS LTD,56.9,57.09,56.15,56.5,56.47,56.79,1018714,57773124.3
2026-08-07,GAUDIUMIVF,INE0P8B01020,BE,GAUDIUM IVF N WOMEN H L,132.0,132.0,130.95,130.95,130.95,133.62,161575,21287491.2
2026-08-07,GAYAHWS,INE287Z01012,EQ,GAYATRI HIGHWAYS LIMITED,2.02,2.09,1.95,1.98,2.0,1.98,241646,479878.04
2026-08-07,GAYAPROJ,INE336H01023,BE,GAYATRI PROJECTS LTD,19.94,20.7,19.75,20.09,20.18,19.8,352824,7142165.07
2026-08-07,GVPIL,INE878A01011,EQ,GE POWER INDIA LIMITED,730.0,762.9,728.55,762.9,762.9,726.6,163658,122122825.0
2026-08-07,GVT&D,INE200A01026,EQ,GE VERNOVA T&D INDIA LTD,4366.7,4398.0,4270.1,4299.0,4299.0,4366.7,758827,3280077084.2
2026-08-07,GEECEE,INE916G01016,BE,GEECEE VENTURES LIMITED,350.35,372.0,350.3,363.45,368.35,360.25,8476,3051791.5
2026-08-07,GEEKAYWIRE,INE669X01032,EQ,GEEKAY WIRES LIMITED,22.31,23.15,22.15,22.53,22.72,22.52,42340,955004.96
2026-08-07,GEMAROMA,INE06XZ01023,EQ,GEM AROMATICS LIMITED,182.87,190.0,182.21,185.46,186.0,182.87,100205,18663858.88
2026-08-07,GICRE,INE481Y01014,EQ,GENERAL INS CORP OF INDIA,358.95,359.55,356.25,357.2,357.0,358.85,301498,107798211.8
2026-08-07,GENCON,INE854S01022,EQ,GENERIC ENG CONS PROJ LTD,39.38,40.1,39.17,39.47,39.99,39.38,228761,9092410.81
2026-08-07,GENESYS,INE727B01026,EQ,GENESYS INTL CORPN LTD,231.85,234.85,221.85,227.45,226.0,229.0,330502,74979125.65
2026-08-07,GENUSPAPER,INE949P01018,EQ,GENUS P&B LIMITED,12.46,12.65,12.16,12.36,12.41,12.56,47019,581016.69
2026-08-07,GENUSPOWER,INE955D01029,EQ,GENUS POWER INFRASTRU LTD,311.4,313.35,304.0,306.65,307.05,309.45,1003801,309176878.45
2026-08-07,GENXAI,INE1W0N01014,SM,GENXAI ANALYTICS LIMITED,78.0,79.0,77.05,77.55,77.5,78.55,18000,1401720.0
2026-08-07,GEOJITFSL,INE007B01023,EQ,GEOJIT FINANCIAL SER L,78.49,78.94,76.51,77.02,76.6,78.54,201133,15562668.16
