trade_date,symbol,isin,series,instrument_name,open,high,low,close,last_price,previous_close,volume,turnover
2026-08-07,20MICRONS,INE144J01027,EQ,20 MICRONS LTD,191.71,193.59,187.9,189.07,187.9,191.71,126589,24141315.92
2026-08-07,21STCENMGM,INE253B01015,EQ,21ST CENTURY MGMT SERVICE,44.0,44.0,43.07,43.58,43.7,43.3,7409,324214.61
2026-08-07,360ONE,INE466L01038,EQ,360 ONE WAM LIMITED,1185.6,1192.8,1151.0,1168.1,1168.1,1186.0,1707560,2004353941.6
2026-08-07,GOLD360,INF579M01BB5,EQ,360ONEAMC - GOLD360,144.4,145.9,143.05,145.5,145.55,144.05,47600,6899625.85
2026-08-07,MSCI360,INF579M01BP5,EQ,360ONEAMC - MSCI360,10.35,10.36,10.34,10.35,10.35,10.35,269,2784.46
2026-08-07,SILVER360,INF579M01BC3,EQ,360ONEAMC - SILVER360,221.98,238.99,220.85,229.16,226.02,220.44,39539,8888775.1
2026-08-07,3BBLACKBIO,INE994E01018,EQ,3B BLACKBIO DX LTD.,1193.0,1224.5,1193.0,1207.7,1216.2,1205.9,1984,2395452.4
2026-08-07,3IINFOLTD,INE748C01038,EQ,3I INFOTECH LIMITED,25.33,25.94,25.2,25.79,25.65,25.5,1181251,30319269.35
2026-08-07,3MINDIA,INE470A01017,EQ,3M INDIA LIMITED,35940.0,36270.0,35870.0,36035.0,35925.0,36000.0,3976,143330285.0
2026-08-07,3PLAND,INE105C01023,EQ,3P LAND HOLDINGS LIMITED,32.12,32.5,31.9,32.12,32.2,32.1,1519,48948.13
2026-08-07,5PAISA,INE618L01018,EQ,5PAISA CAPITAL LIMITED,372.4,372.4,364.45,367.55,366.95,366.1,22993,8465845.8
2026-08-07,63MOONS,INE111B01023,EQ,63 MOONS TECHNOLOGIES LTD,856.8,889.8,847.15,857.75,858.5,858.2,473840,411712532.9
2026-08-07,ABCOTS,INE08PH01015,EQ,A B COTSPIN INDIA LIMITED,201.9,201.9,197.0,198.71,200.8,200.87,10218,2046438.46
2026-08-07,ABINFRA,INE00YB01025,EQ,A B INFRABUILD LIMITED,10.01,10.16,9.9,9.96,9.96,10.01,255072,2543210.13
2026-08-07,ABMKNO,INE850B01026,EQ,A B M KNOWLEDGEWARE LTD.,191.0,191.0,185.0,186.21,189.88,190.87,1192,223787.17
2026-08-07,ACSTECH,INE366C01021,EQ,A C S TECHNOLOGIES LTD.,46.21,47.0,44.5,46.0,45.99,45.97,328712,14889160.02
2026-08-07,AGUL,INE0O6N01012,SM,A G UNIVERSAL LIMITED,56.45,56.45,56.45,56.45,56.45,59.35,2000,112900.0
2026-08-07,AKCAPIT,INE701G01012,EQ,A K CAPITAL SERVICES LTD.,1713.8,1739.9,1700.0,1720.7,1720.0,1690.3,1753,3020285.9
2026-08-07,A2ZINFRA,INE619I01012,EQ,A2Z INFRA ENGINEERING LTD,17.0,17.5,16.73,17.39,17.38,16.73,443981,7680596.98
2026-08-07,AAATECH,INE0D0U01013,EQ,AAA TECHNOLOGIES LIMITED,93.12,95.2,90.62,91.95,92.2,93.12,64491,6050819.2
2026-08-07,AADHARHFC,INE883F01010,EQ,AADHAR HOUSING FINANCE L,515.4,516.8,502.0,506.4,502.0,514.9,271851,138093316.15
2026-08-07,AAKAAR,INE1GYP01013,SM,AAKAAR MEDICAL TECHNO LTD,64.1,64.1,60.5,60.5,60.5,63.65,14400,877360.0
2026-08-07,AAKASH,INE087Z01024,EQ,AAKASH EXPLORATION SER L,9.0,9.07,8.97,8.99,9.02,8.99,55441,499734.62
2026-08-07,AARADHYA,INE124401014,SM,AARADHYA DISPOSAL INDUS L,73.5,73.5,72.0,72.0,72.0,73.5,4800,347400.0
2026-08-07,AAREYDRUGS,INE198H01019,BE,AAREY DRUGS & PHARM LTD,81.45,83.71,80.0,81.47,82.65,81.8,7631,619976.08
2026-08-07,AARNAV,INE750R01016,EQ,AARNAV FASHIONS LIMITED,32.5,32.5,30.38,30.82,30.6,30.86,76907,2395791.21
2026-08-07,AARON,INE721Z01010,EQ,AARON INDUSTRIES LIMITED,133.0,134.99,132.0,134.24,134.86,134.57,7072,947630.83
2026-08-07,AARTECH,INE01C001026,BE,AARTECH SOLONICS LIMITED,46.3,47.49,45.55,47.0,47.0,47.25,15596,725021.1
2026-08-07,AARTIDRUGS,INE767A01016,EQ,AARTI DRUGS LTD.,411.0,418.15,409.85,416.2,418.15,410.85,90024,37330432.6
2026-08-07,AARTIIND,INE769A01020,EQ,AARTI INDUSTRIES LTD,500.0,510.0,496.55,502.1,500.6,501.2,1422279,718669981.1
2026-08-07,AARTIPHARM,INE0LRU01027,EQ,AARTI PHARMALABS LIMITED,691.0,706.0,683.0,685.85,684.2,692.25,179726,124655644.65
2026-08-07,AARTISURF,INE09EO01013,EQ,AARTI SURFACTANTS LIMITED,545.0,549.95,526.5,535.95,547.4,551.35,30784,16535079.9
2026-08-07,AARVI,INE754X01016,EQ,AARVI ENCON LIMITED,154.79,157.79,152.5,153.71,152.6,155.87,20116,3111389.53
2026-08-07,AASTHA,INE2FMX01012,EQ,AASTHA SPINTEX LIMITED,78.41,82.7,74.6,74.6,74.6,82.88,6003229,455404519.58
2026-08-07,AATMAJ,INE0OB201016,SM,AATMAJ HEALTHCARE LIMITED,19.0,19.0,18.8,18.8,18.8,19.95,6000,113300.0
2026-08-07,AAVAS,INE216P01012,EQ,AAVAS FINANCIERS LIMITED,1365.0,1396.3,1354.1,1371.5,1366.6,1376.3,64072,87925505.0
2026-08-07,ABAN,INE421A01028,BE,ABAN OFFSHORE LTD.,19.0,20.11,19.0,19.99,20.1,19.16,277730,5551658.36
2026-08-07,ABANSENT,INE365O01028,BE,ABANS ENTERPRISES LTD.,26.61,26.61,25.3,25.99,25.99,26.48,3624,92331.22
2026-08-07,AFSL,INE00ZE01026,EQ,ABANS FINANCIAL SRVCS LTD,201.25,202.9,201.01,201.04,201.01,201.25,5864,1181286.03
2026-08-07,ABB,INE117A01022,EQ,ABB INDIA LIMITED,7657.5,7670.0,7580.0,7600.0,7600.0,7735.0,179322,1364758642.5
2026-08-07,ABBOTINDIA,INE358A01014,EQ,ABBOTT INDIA LIMITED,27855.0,27975.0,27600.0,27835.0,27810.0,27855.0,7629,211803580.0
2026-08-07,AILIMITED,INE0CAJ01017,SM,ABHISHEK INTEGRATIONS LTD,35.85,35.85,35.85,35.85,35.85,35.85,1500,53775.0
2026-08-07,ABMINTLLTD,INE251C01025,EQ,ABM INTERNATIONAL LTD,44.78,44.78,41.36,41.61,41.36,41.41,1268,54315.14
2026-08-07,ACC,INE012A01025,EQ,ACC LIMITED,1370.0,1373.9,1360.0,1362.8,1366.5,1378.4,160343,219131368.2
2026-08-07,ACCELYA,INE793A01012,EQ,ACCELYA SOLN INDIA LTD,1134.0,1151.9,1134.0,1143.6,1146.0,1137.2,4003,4587283.6
2026-08-07,ACCENTMIC,INE0Q5D01013,SM,ACCENT MICROCELL LIMITED,522.5,547.0,515.0,543.9,543.0,514.45,134500,71767350.0
2026-08-07,ACCURACY,INE648Z01023,BE,ACCURACY SHIPPING LIMITED,4.75,4.8,4.68,4.72,4.79,4.77,46262,219058.54
2026-08-07,ACEINTEG,INE543V01017,EQ,ACE INTEGRATED SOLU. LTD.,19.5,19.5,18.46,18.88,19.26,19.0,1476,27813.46
2026-08-07,ACETEC,INE1J6M01010,SM,ACETECH E-COMMERCE LTD,131.55,131.55,131.55,131.55,131.55,140.5,1200,157860.0
2026-08-07,ACMESOLAR,INE622W01025,EQ,ACME SOLAR HOLDINGS LTD,372.0,380.95,362.75,368.6,368.05,375.45,1278670,472958265.15
2026-08-07,ACE,INE731H01025,EQ,ACTION CONST EQUIP LTD,1113.7,1120.0,1082.1,1094.3,1085.9,1113.7,234548,258682143.4
2026-08-07,ACUTAAS,INE00FF01025,EQ,ACUTAAS CHEMICALS LIMITED,3240.0,3328.0,3239.9,3297.9,3290.0,3260.6,187550,618542396.9
2026-08-07,ADANIENSOL,INE931S01010,EQ,ADANI ENERGY SOLUTION LTD,1620.0,1647.0,1606.0,1630.1,1630.1,1620.0,1391604,2268040832.2
2026-08-07,ADANIENT,INE423A01024,EQ,ADANI ENTERPRISES LIMITED,3025.9,3039.5,3004.5,3020.0,3020.0,3026.0,788881,2384517725.4
2026-08-07,ADANIGREEN,INE364U01010,EQ,ADANI GREEN ENERGY LTD,1371.5,1389.9,1365.7,1372.4,1372.4,1371.5,1273380,1751933171.5
2026-08-07,ADANIPORTS,INE742F01042,EQ,ADANI PORT & SEZ LTD,1695.0,1702.3,1676.7,1693.5,1693.5,1695.0,2387389,4028457825.6
2026-08-07,ADANIPOWER,INE814H01029,EQ,ADANI POWER LTD,208.13,212.1,208.13,209.0,209.0,208.12,14372119,3021666669.32
2026-08-07,ATGL,INE399L01023,EQ,ADANI TOTAL GAS LIMITED,656.05,663.6,655.55,657.55,655.55,660.25,427282,281764972.25
2026-08-07,ADDICTIVE,INE0RDH01021,SM,ADDICTIVE LEARNING TECH L,39.8,40.15,38.8,40.15,40.15,38.25,16500,654875.0
2026-08-07,ADFFOODS,INE982B01027,EQ,ADF FOODS LIMITED,258.9,263.85,258.0,259.7,259.0,261.4,113084,29519970.25
2026-08-07,ADISOFT,INE20PL01012,SM,ADISOFT TECHNOLOGIES LTD,177.8,192.95,177.3,189.4,189.95,177.65,64800,11976560.0
2026-08-07,ABSLAMC,INE404A01024,EQ,ADIT BIRL SUN LIF AMC LTD,1028.5,1034.7,1006.1,1025.3,1030.0,1024.1,198652,202196526.2
2026-08-07,ABCAPITAL,INE674K01013,EQ,ADITYA BIRLA CAPITAL LTD.,419.0,420.5,404.7,408.05,408.05,421.5,4840967,1978763760.7
2026-08-07,ABFRL,INE647O01011,EQ,ADITYA BIRLA FASHION & RT,63.26,63.82,62.3,63.33,63.41,63.26,6582044,415586734.03
2026-08-07,ABLBL,INE14LE01019,EQ,ADITYA BIRLA LIFES BRAN L,94.66,94.94,93.5,93.86,94.29,94.66,387410,36464082.91
2026-08-07,BIRLAMONEY,INE865C01022,EQ,ADITYA BIRLA MONEY LTD,132.21,133.99,132.0,132.3,132.29,133.53,22726,3018100.49
2026-08-07,ABREL,INE055A01016,EQ,ADITYA BIRLA REAL EST LTD,1400.0,1411.0,1378.0,1382.8,1381.2,1390.8,265738,369517062.5
2026-08-07,CPPLUS,INE819V01029,EQ,ADITYA INFOTECH LIMITED,3645.0,3722.0,3640.0,3708.7,3710.0,3656.2,86067,317662379.8
2026-08-07,AUSL,INE01YQ01013,SM,ADITYA ULTRA STEEL LTD,25.35,25.35,24.25,24.25,24.25,25.5,4000,99200.0
2026-08-07,AVL,INE679V01027,EQ,ADITYA VISION LIMITED,627.0,630.5,617.0,618.45,617.25,629.7,85408,53220098.85
2026-08-07,BSLGOLDETF,INF209KB18D3,EQ,ADITYBIRLA SL GOLD ETF-GR,130.06,131.5,129.05,131.25,129.05,130.06,152676,19980462.53
2026-08-07,BSLNIFTY,INF209KB19D1,EQ,ADITYBIRLA SL NIF ETF-GR,28.7,29.77,28.7,28.96,28.9,29.05,785699,22718588.73
2026-08-07,ADOR,INE045A01017,EQ,ADOR WELDING LTD,1472.0,1500.0,1461.2,1483.4,1465.0,1484.8,23430,34771853.4
2026-08-07,ADROITINFO,INE737B01033,EQ,ADROIT INFOTECH LIMITED,9.81,10.03,9.73,9.92,10.03,9.81,19285,190782.72
2026-08-07,ADVAIT,INE0ALI01010,EQ,ADVAIT ENRGY TRANSITION L,2324.0,2442.0,2131.0,2193.3,2191.0,2313.1,317013,725772463.5
2026-08-07,ADVANCE,INE1B0W01010,EQ,ADVANCE AGROLIFE LIMITED,130.0,131.73,126.05,127.18,127.55,129.78,565726,72886653.97
2026-08-07,ADVENZYMES,INE837H01020,EQ,ADVANCED ENZYME TECH LTD,329.8,332.0,322.0,324.35,323.9,329.8,177783,57943758.1
2026-08-07,ADVANIHOTR,INE199C01026,EQ,ADVANI HOT.& RES.(I) LTD,50.77,51.02,50.05,50.19,50.31,50.77,35305,1778433.38
2026-08-07,ADVENTHTL,INE28GN01010,EQ,ADVENT HOTELS INTERNATI L,148.5,148.95,144.57,147.67,147.7,146.8,167529,24726491.18
2026-08-07,RAMBHAJO,INE1SJO01012,EQ,ADVIT JEWELS LIMITED,186.8,198.0,182.1,185.21,184.5,186.6,373777,71194874.54
2026-08-07,AEGISLOG,INE208C01025,EQ,AEGIS LOGISTICS LIMITED,1423.0,1470.0,1351.1,1371.0,1363.0,1400.0,1673750,2338352724.5
2026-08-07,AEGISVOPAK,INE0INX01018,EQ,AEGIS VOPAK TERMINALS LTD,287.05,294.95,282.2,285.3,285.0,288.7,813122,233766331.55
2026-08-07,AEQUS,INE947N01017,EQ,AEQUS LIMITED,240.0,252.0,239.76,248.31,247.5,239.05,5616343,1389554945.76
2026-08-07,AEROENTER,INE065D01027,EQ,AEROFLEX ENTERPRISES LTD,130.49,131.59,125.71,126.39,126.5,130.32,271628,34668897.77
2026-08-07,AEROFLEX,INE024001021,EQ,AEROFLEX INDUSTRIES LTD,432.0,443.0,423.0,426.1,426.0,438.5,1114794,479186113.95
2026-08-07,AERONEU,INE035801013,EQ,AEROFLEX NEU LIMITED,85.0,86.86,84.52,84.95,84.52,85.44,41797,3579014.3
2026-08-07,AERON,INE0WL801011,SM,AERON COMPOSITE LIMITED,76.35,77.9,76.35,77.9,77.9,77.55,2000,154250.0
2026-08-07,AETHER,INE0BWX01014,EQ,AETHER INDUSTRIES LIMITED,1580.0,1612.0,1580.0,1591.6,1590.0,1584.4,165723,264988087.1
2026-08-07,AFCONS,INE101I01011,EQ,AFCONS INFRASTRUCTURE LTD,279.0,285.8,268.75,274.25,273.55,278.75,1190862,331819203.8
2026-08-07,AFFLE,INE00WC01027,EQ,AFFLE 3I LIMITED,1691.2,1720.1,1593.5,1645.6,1620.0,1688.7,310792,523154569.7
2026-08-07,AFFORDABLE,INE692Z01013,BE,AFFORD ROBO & AUTO LTD,200.2,200.2,193.01,196.05,197.0,190.85,23434,4635335.87
2026-08-07,AGARIND,INE204E01012,EQ,AGARWAL INDS CORP LTD.,520.0,526.35,511.1,514.55,511.2,524.2,18020,9304489.05
2026-08-07,AGARWALTUF,INE0P8X01016,SM,AGARWAL TOUGH GLASS IND L,152.8,152.8,148.0,149.75,149.0,151.1,25200,3766380.0
2026-08-07,AGI,INE415A01038,EQ,AGI GREENPAC LIMITED,705.1,713.8,705.1,709.8,709.4,710.55,35018,24858958.2
2026-08-07,AGIIL,INE976R01033,EQ,AGI INFRA LIMITED,302.9,308.05,301.75,302.95,303.9,304.35,375763,114589608.35
2026-08-07,AGRITECH,INE449G01018,BE,AGRI-TECH (INDIA) LIMITED,112.79,112.79,107.1,111.4,111.8,109.02,5496,601973.6
2026-08-07,AGROPHOS,INE740V01019,EQ,AGRO PHOS INDIA LIMITED,28.03,28.78,28.0,28.4,28.49,28.46,5285,149282.41
2026-08-07,AHLADA,INE00PV01013,EQ,AHLADA ENGINEERS LIMITED,36.48,39.23,36.48,38.2,38.2,37.57,9215,350440.63
2026-08-07,AHLUCONT,INE758C01029,EQ,AHLUWALIA CONT IND LTD,832.7,832.7,810.0,822.3,822.0,829.25,15989,13153678.15
2026-08-07,AIAENG,INE212H01026,EQ,AIA ENGINEERING LIMITED,4804.0,4848.2,4751.1,4776.0,4780.0,4795.4,46225,221784960.3
2026-08-07,AIMTRON,INE0RUV01018,SM,AIMTRON ELECTRONICS LTD,1640.1,1663.0,1625.0,1656.4,1653.0,1631.95,36200,59399680.0
2026-08-07,GOLDTECH,INE805A01014,BE,AION-TECH SOLUTIONS LTD,54.71,55.0,52.37,53.81,53.9,54.16,23520,1254327.98
2026-08-07,AIRAN,INE645W01026,EQ,AIRAN LIMITED,15.05,15.17,14.96,15.09,15.15,15.05,42489,640493.67
2026-08-07,AIROLAM,INE801L01010,EQ,AIRO LAM LIMITED,90.0,90.0,87.01,89.27,90.0,90.8,969,86277.08
2026-08-07,AJANTPHARM,INE031B01049,EQ,AJANTA PHARMA LIMITED,3456.0,3499.9,3449.0,3489.2,3480.0,3470.4,34852,121308066.5
2026-08-07,AJAXENGG,INE274Y01021,EQ,AJAX ENGINEERING LIMITED,568.05,569.45,555.0,565.4,565.0,568.05,71665,40252164.35
2026-08-07,AJMERA,INE298G01035,EQ,AJMERA REALTY & INF I LTD,123.0,125.0,122.86,123.65,123.1,123.47,246846,30588637.19
2026-08-07,AJOONI,INE820Y01021,EQ,AJOONI BIOTECH LIMITED,3.97,3.99,3.8,3.86,3.91,3.91,223149,874453.85
2026-08-07,AKASH,INE737W01013,EQ,AKASH INFRA-PROJECTS LTD,27.29,27.29,26.0,26.32,26.66,26.45,4896,129350.13
2026-08-07,AKG,INE00Y801016,EQ,AKG EXIM LIMITED,8.94,8.94,8.62,8.7,8.63,8.65,21973,192127.82
2026-08-07,AKI,INE642Z01026,EQ,AKI INDIA LIMITED,4.52,4.57,4.34,4.48,4.45,4.5,127457,573811.92
2026-08-07,AFIL,INE916Y01027,EQ,AKME FINTRADE (INDIA) LTD,9.15,9.34,9.07,9.12,9.14,9.06,317924,2917501.58
2026-08-07,AKSHOPTFBR,INE523B01011,BE,AKSH OPTIFIBRE  LTD,6.65,6.9,6.55,6.79,6.85,6.58,412621,2806280.64
2026-08-07,AKSHAR,INE256Z01025,EQ,AKSHAR SPINTEX LIMITED,0.44,0.44,0.41,0.41,0.42,0.44,1747593,733465.64
2026-08-07,AKSHARCHEM,INE542B01011,BE,AKSHARCHEM INDIA LIMITED,285.9,285.9,275.0,278.23,278.0,280.84,3410,963495.71
2026-08-07,AKUMS,INE09XN01023,EQ,AKUMS DRUGS AND PHARMA L,672.0,703.0,665.85,697.45,695.0,662.55,637075,441233473.9
2026-08-07,ALANKIT,INE914E01040,EQ,ALANKIT LIMITED,8.1,8.17,7.93,8.08,8.1,8.09,84358,685052.14
2026-08-07,ALBERTDAVD,INE155C01010,EQ,ALBERT DAVID LIMITED,825.0,857.9,785.05,822.85,809.9,730.55,299179,248885421.25
2026-08-07,ALEMBICLTD,INE426A01027,EQ,ALEMBIC LIMITED,86.66,86.97,84.01,84.75,84.69,86.66,405809,34606762.22
2026-08-07,APLLTD,INE901L01018,EQ,ALEMBIC PHARMA LTD,835.0,851.85,825.5,830.1,833.75,834.45,156108,130546631.75
2026-08-07,ALGOQUANT,INE598D01035,EQ,ALGOQUANT FINTECH LIMITED,66.37,69.55,65.1,67.21,67.0,66.15,1450184,97080887.36
2026-08-07,ALICON,INE062D01024,EQ,ALICON CASTALLOY LIMITED,744.4,753.0,710.0,742.75,745.0,737.9,202525,145741578.75
2026-08-07,ALIVUS,INE03Q201024,EQ,ALIVUS LIFE SCIENCES LTD,1329.5,1345.0,1315.5,1329.8,1322.5,1325.2,85268,113509036.5
2026-08-07,ALKALI,INE773I01017,BE,ALKALI METALS LTD,68.7,68.7,66.01,67.23,67.25,68.7,4327,290427.15
2026-08-07,ALKEM,INE540L01014,EQ,ALKEM LABORATORIES LTD.,5520.5,5647.5,5506.0,5620.0,5620.0,5597.5,76165,426887039.0
2026-08-07,ALKYLAMINE,INE150B01039,EQ,ALKYL AMINES CHEM. LTD,1930.0,1931.7,1888.2,1893.9,1893.0,1921.9,61537,116933481.1
2026-08-07,ALLTIME,INE0GV601021,EQ,ALL TIME PLASTICS LIMITED,217.82,224.0,214.5,219.59,218.05,217.82,127675,28008974.45
2026-08-07,AGL,INE1YPB01014,EQ,ALLCARGO GLOBAL LIMITED,14.47,14.63,13.56,13.84,13.8,14.46,5613366,78301786.32
2026-08-07,ALLCARGO,INE418H01029,EQ,ALLCARGO LOGISTICS LTD,9.94,10.0,8.8,9.26,9.33,9.76,81098236,748443647.15
2026-08-07,ATL,INE0NN701020,EQ,ALLCARGO TERMINALS LTD,26.3,26.3,25.0,25.07,25.06,25.57,244944,6225642.38
2026-08-07,ALLDIGI,INE835G01018,EQ,ALLDIGI TECH LIMITED,808.8,812.9,804.7,810.35,810.3,808.8,6413,5193362.6
2026-08-07,ABDL,INE552Z01027,EQ,ALLIED BLEND N DISTILS L,608.7,617.75,584.75,599.25,596.0,605.0,551365,329889585.25
2026-08-07,ADSL,INE102I01027,EQ,ALLIED DIGITAL SERV. LTD,116.5,116.5,113.31,114.39,113.9,116.92,171844,19682338.24
2026-08-07,ALMONDZ,INE326B01035,EQ,ALMONDZ GLOBAL SEC LTD,14.12,15.61,14.12,14.47,14.45,14.35,107720,1600830.47
2026-08-07,ALOKINDS,INE270A01029,EQ,ALOK INDUSTRIES LIMITED,11.98,12.06,11.94,11.97,11.98,11.98,1650176,19810132.63
2026-08-07,ALPA,INE385I01010,EQ,ALPA LABORATORIES LTD,69.97,70.31,67.55,68.09,68.1,69.97,26661,1828885.57
2026-08-07,ALPEXSOLAR,INE0R4701017,SM,ALPEX SOLAR LIMITED,818.0,820.0,801.0,803.95,802.2,815.2,34600,27879295.0
2026-08-07,ALPHAGEO,INE137C01018,EQ,ALPHAGEO (INDIA) LIMITED,233.57,237.99,226.99,230.64,228.71,233.57,10869,2513055.81
2026-08-07,ALPINETEX,INE1JCQ01037,EQ,ALPINE TEXWORLD LIMITED,65.3,66.0,63.02,63.27,63.5,66.25,320989,20622358.63
2026-08-07,ALUWIND,INE0STM01017,SM,ALUWIND INFRA-TECH LTD,50.9,51.0,49.15,49.2,49.2,50.4,7500,376875.0
2026-08-07,AMAGI,INE121R01077,EQ,AMAGI MEDIA LABS LIMITED,651.0,679.0,641.15,646.95,642.2,649.1,476981,313496085.85
2026-08-07,AMANTA,INE084K01015,BE,AMANTA HEALTHCARE LIMITED,166.15,166.15,166.15,166.15,166.15,169.54,2207,366693.05
2026-08-07,ARE&M,INE885A01032,EQ,AMARA RAJA ENERGY MOB LTD,928.15,945.0,928.15,931.7,934.0,927.45,498855,466838808.6
2026-08-07,AMBAAUTO,INE293601014,SM,AMBA AUTO SALES AND SER L,101.0,106.45,101.0,103.3,106.45,101.5,81000,8370300.0
2026-08-07,AMBALALSA,INE432A01017,EQ,AMBALAL SARABHAI ENT L,44.03,47.4,44.03,46.73,47.0,43.7,653520,30347327.87
2026-08-07,AMBANIORGO,INE00C501018,SM,AMBANI ORGOCHEM LIMITED,106.6,106.6,106.6,106.6,106.6,106.5,1000,106600.0
2026-08-07,AMBER,INE371P01015,EQ,AMBER ENTERPRISES (I) LTD,7424.0,7557.0,7329.0,7435.0,7435.0,7425.0,210061,1561859282.5
2026-08-07,AMBICAAGAR,INE792B01012,EQ,AMBICA AGAR & AROMAINDLTD,25.35,25.5,24.7,24.89,24.7,24.83,1877,46753.13
2026-08-07,AMBIKCO,INE540G01014,EQ,AMBIKA COTTON MILL LTD.,1834.9,1931.0,1823.0,1904.3,1897.7,1826.0,83658,157188359.1
2026-08-07,AMBUJACEM,INE079A01024,EQ,AMBUJA CEMENTS LTD,438.0,438.0,431.8,434.0,434.0,436.5,2026621,878977552.3
2026-08-07,AMDIND,INE005I01014,EQ,AMD INDUSTRIES LIMITED,47.45,47.45,46.0,46.87,46.95,46.39,13873,644617.55
2026-08-07,AMNPLST,INE275D01022,EQ,AMINES & PLASTICIZERS LTD,194.04,196.8,193.25,194.7,194.99,195.43,10971,2134167.94
2026-08-07,AEROPLANE,INE05TO01019,EQ,AMIR CHAND JAG KUM (E) L,199.0,199.5,186.96,194.37,194.15,196.8,691566,134454256.15
2026-08-07,AMJLAND,INE606A01024,EQ,AMJ LAND HOLDINGS LIMITED,38.78,39.5,38.5,39.36,39.3,38.97,20107,784902.38
2026-08-07,AMRUTANJAN,INE098F01031,EQ,AMRUTAJAN HEALTH LTD,520.0,526.9,515.1,521.4,523.0,520.0,34199,17770118.95
2026-08-07,ARSSBL,INE549H01021,EQ,ANAND RATHI SH N STK BR L,511.0,516.0,479.2,504.0,504.7,510.8,260556,131818702.65
2026-08-07,ANANDRATHI,INE463V01026,EQ,ANAND RATHI WEALTH LTD,2081.5,2107.0,2061.0,2101.5,2101.0,2071.5,202601,423072358.8
2026-08-07,ANANTRAJ,INE242C01024,EQ,ANANT RAJ LIMITED,616.95,627.3,613.5,615.9,613.5,617.4,1039127,645732523.4
2026-08-07,AMCL,INE0VG001016,SM,ANB METAL CAST LIMITED,404.0,404.0,395.0,395.0,395.0,392.25,1200,477600.0
2026-08-07,ACL,INE666E01020,EQ,ANDHRA CEMENTS LIMITED,47.26,48.7,47.26,47.95,47.99,47.99,11279,541734.83
2026-08-07,ANDHRAPAP,INE435A01051,EQ,ANDHRA PAPER LIMITED,60.12,61.18,59.7,59.85,59.85,60.68,295780,17740244.24
2026-08-07,ANDHRSUGAR,INE715B01021,EQ,ANDHRA SUGARS LTD,87.34,89.7,86.25,87.98,89.0,87.12,641894,56687562.74
2026-08-07,ANGELONE,INE732I01021,EQ,ANGEL ONE LIMITED,297.05,298.75,289.05,292.0,292.0,297.1,4094497,1194766447.55
2026-08-07,ANIKINDS,INE087B01017,EQ,ANIK INDUSTRIES LTD,42.25,44.15,42.25,43.0,43.0,43.09,792,34249.59
2026-08-07,APCL,INE071F01012,EQ,ANJANI PORTLAND CEM LTD,102.55,106.5,101.35,102.14,101.55,105.43,11308,1162280.78
2026-08-07,AHCL,INE0Y8W01025,EQ,ANLON HEALTHCARE LIMITED,14.14,14.7,13.97,14.55,14.61,14.21,3203483,45690779.71
2026-08-07,ANMOL,INE02AR01019,EQ,ANMOL INDIA LIMITED,10.14,10.35,9.95,10.33,10.15,10.02,28962,296567.33
2026-08-07,ANNAPURNA,INE0MGM01017,SM,ANNAPURNA SWADISHT LTD,154.95,165.0,154.0,156.55,155.3,150.4,143750,22835762.5
2026-08-07,ANONDITA,INE0VTV01012,SM,ANONDITA MEDICARE LIMITED,1015.5,1055.85,1015.05,1040.7,1043.9,1027.4,18400,19090240.0
2026-08-07,ANTGRAPHIC,INE414B01021,EQ,ANTARCTICA LTD,0.75,0.77,0.73,0.74,0.74,0.75,94435,70707.88
2026-08-07,ANTELOPUS,INE818A01017,EQ,ANTELOPUS SELAN ENRGY LTD,861.0,874.9,795.0,799.45,800.0,860.4,221330,181792762.15
2026-08-07,ANTHEM,INE0CZ201020,EQ,ANTHEM BIOSCIENCES LTD,828.0,844.9,823.55,841.0,841.0,825.65,472590,395873907.1
2026-08-07,AWHCL,INE01BK01022,EQ,ANTONY WASTE HDG CELL LTD,435.05,437.45,413.05,415.75,418.0,426.2,193441,81377116.4
2026-08-07,ANUHPHR,INE489G01022,EQ,ANUH PHARMA LIMITED,79.31,81.74,78.37,79.32,79.88,79.31,103463,8246126.95
2026-08-07,ANURAS,INE930P01018,EQ,ANUPAM RASAYAN INDIA LTD,1213.0,1222.0,1208.5,1214.6,1211.0,1213.0,315118,382756110.8
2026-08-07,ANYA,INE0SI601032,SM,ANYA POLYTECH & FERTI LTD,15.2,15.3,15.0,15.25,15.25,15.25,60000,903750.0
2026-08-07,AONEGOLD,INF1J2R01114,EQ,AONEAMC - AONEGOLD,14.14,14.14,13.71,13.92,13.91,13.8,651213,9030757.98
2026-08-07,AONELIQUID,INF1J2R01056,EQ,AONEAMC - AONELIQUID,1071.79,1071.81,1071.77,1071.78,1071.79,1071.36,30961,33183618.08
2026-08-07,AONENIFTY,INF1J2R01064,EQ,AONEAMC - AONENIFTY,10.22,10.22,10.12,10.14,10.12,10.16,172464,1749454.42
2026-08-07,AONESILVER,INF1J2R01171,EQ,AONEAMC - AONESILVER,8.65,8.81,8.57,8.78,8.8,8.57,1328316,11594365.1
2026-08-07,AONETMMQ50,INF1J2R01148,EQ,AONEAMC - AONETMMQ50,10.2,10.25,10.15,10.21,10.22,10.2,29458,300824.71
